,lon,lat,min,distance
2004-03-21 06:00:00,-42.234230041503906,-27.512020111083984,998.4657592773438,26.29362473296231
2004-03-21 12:00:00,-40.93693542480469,-28.305288314819336,999.0924682617188,68.8080689400335
2004-03-21 18:00:00,-40.0,-29.81970977783203,997.3880004882812,128.13494657934945
2004-03-22 00:00:00,-39.78377914428711,-30.108171463012695,998.48828125,148.55535863658434
2004-03-22 06:00:00,-38.55855178833008,-30.180288314819336,998.4992065429688,154.947509392929
2004-03-22 12:00:00,-37.69369125366211,-30.685094833374023,1002.2446899414062,151.47733046121192
2004-03-22 18:00:00,-37.69369125366211,-30.180288314819336,1002.8331909179688,143.2707563950013
2004-03-23 00:00:00,-37.83783721923828,-28.8822078704834,1005.5170288085938,179.43782185578056
2004-03-23 06:00:00,-37.54954528808594,-27.872594833374023,1003.909912109375,196.5635321733437
2004-03-23 12:00:00,-37.54954528808594,-27.872594833374023,1005.7603759765625,210.12200937947205
2004-03-23 18:00:00,-37.40540313720703,-27.800477981567383,1004.4716186523438,197.12306154526846
2004-03-24 00:00:00,-37.54954528808594,-28.01682472229004,1004.6607055664062,178.04815350398619
2004-03-24 06:00:00,-38.126121520996094,-28.08894157409668,1001.0462036132812,167.8326480704482
2004-03-24 12:00:00,-37.7657585144043,-28.521631240844727,1001.7374267578125,187.43947767443672
2004-03-24 18:00:00,-37.33333206176758,-28.737977981567383,999.9274291992188,237.5511495157045
2004-03-25 00:00:00,-36.97296905517578,-28.810094833374023,1000.6923217773438,295.6398734780741
